name,rid,color,area_px,lon,lat,country,province,admin_divisions,flags
,1023,#e5cf74,177,116.1279,39.9445,China,北京市,北京市门头沟区: 龙泉镇、永定镇(部分)、军庄镇、东辛房街道、大峪街道、城子街道; 北京市石景山区: 五里坨街道、苹果园街道、古城街道、八角街道、广宁街道、老山街道、鲁谷街道; 北京市海淀区: 四季青镇(部分)、田村路街道(部分),
,1333,#f0d407,30,116.3585,39.9245,China,北京市,北京市西城区: 金融街街道、展览路街道、新街口街道、广安门外街道、德胜街道、什刹海街道、广安门内街道; 北京市海淀区: 北太平庄街道; 北京市朝阳区: 安贞街道,
,1336,#f0dc07,30,116.4066,39.9048,China,北京市,北京市东城区: 东华门街道、天坛街道、龙潭街道、崇文门外街道、景山街道、北新桥街道、建国门街道; 北京市西城区: 天桥街道、陶然亭街道,
,1403,#f2f04e,46,116.6554,39.8993,China,北京市,北京市通州区: 永顺镇、梨园镇、中仓街道、北苑街道、玉桥街道、新华街道,
,1083,#e7ca4f,37,116.2917,39.8944,China,北京市,北京市海淀区: 万寿路街道、羊坊店街道、八里庄街道(部分)、甘家口街道(部分)、田村路街道(部分)、永定路街道; 北京市丰台区: 卢沟桥镇(部分)、卢沟桥街道(部分)、右安门街道(部分)、太平桥街道(部分),
,1300,#eeed51,85,116.5382,39.8815,China,北京市,北京市朝阳区: 豆各庄镇、黑庄户镇、王四营镇、高碑店镇、管庄镇、南磨房镇、三间房镇,
,812,#d9e79f,1214,118.0364,39.8387,China,"Hebei, Tianjin","most of Fengrun (丰润区); eastern part of Yutian (玉田县) (also Tangshan (唐山市), Tianjin)",
,1145,#e9d47c,150,116.2008,39.8335,China,北京市,北京市丰台区: 长辛店镇、王佐镇、花乡镇、宛平城镇、卢沟桥镇(部分)、长辛店街道、新村街道,
,985,#e3d42b,45,116.4085,39.8328,China,北京市,北京市丰台区: 南苑镇、大红门街道、和义街道、马家堡街道、南苑街道、东铁匠营街道、西罗园街道; 北京市朝阳区: 小红门镇(部分)、十八里店镇(部分); 北京市大兴区: 旧宫镇(部分),
,418,#aee2ad,3517,122.8892,39.8283,China,Liaoning,Zhuanghe (庄河市) (also Xinjin),
,1342,#f0ef8a,737,116.7839,39.8237,China,"Beijing, Hebei","most of Tongzhou (通州区) (also Dachang Hui (大厂回族自治县), Xianghe (香河县))",
,1254,#edf29d,1337,117.2742,39.7447,China,"Tianjin, Hebei, Beijing","northwestern half of Baodi (宝坻区); most of Xianghe (香河县) (also Ji (蓟县), Sanhe (三河市), Tangshan (唐山市), Beijing)",
,1148,#e9dd58,138,116.3304,39.7316,China,北京市,北京市大兴区: 黄村镇、西红门镇、观音寺街道、天宫院街道、清源街道、中关村国家自主创新示范区大兴生物医药产业基地、林校路街道,
,1332,#f0d281,364,116.088,39.7245,China,北京市,北京市房山区: 青龙湖镇、长阳镇、窦店镇、阎村镇、城关街道、拱辰街道、良乡镇,
,570,#bef6af,2325,121.7427,39.7158,China,Liaoning,most of Wafangdian (瓦房店市),
,644,#c6dc72,554,118.2931,39.6777,China,Hebei,"most of Tangshan (唐山市) (also Fengnan (丰南区), Fengrun (丰润区))",
,1157,#eaed6f,546,116.4622,39.66,China,"Beijing, Hebei",most of Daxing (大兴区) (also Hebei),
,555,#bddc48,63,118.1519,39.6456,China,河北省,唐山市路北区: 果园乡(部分)、唐山高新技术产业开发区(部分)、钓鱼台街道、翔云道街道、光明街道、乔屯街道、文化路街道; 唐山市路南区: 广场街道、学院南路街道、永红桥街道、友谊街道、小山街道、惠民道街道(部分),
,834,#daeea6,1820,118.5847,39.6303,China,Hebei,most of Luannan (滦南县); Luan (滦县) (also Qian'an (迁安市)),
,544,#bcebb0,2693,122.166,39.6293,China,Liaoning,Xinjin; eastern part of Wafangdian (瓦房店市),
,1296,#eee59f,1043,115.9901,39.5659,China,"Beijing, Hebei",southern part of Fangshan (房山区); most of Zhuo (also Daxing (大兴区)),
,1153,#e9f69c,1204,117.014,39.5054,China,"Tianjin, Beijing, Hebei","most of Wuqing (武清区) (also Beijing, Hebei)",
,1028,#e5f67e,515,116.6652,39.4927,China,"Hebei, Beijing",most of Longfang (also Beijing),
,800,#d8e790,2248,118.9952,39.4778,China,Hebei,Leting (乐亭县); Changli (昌黎县),
,805,#d8f29f,2260,117.6185,39.3866,China,"Tianjin, Hebei","most of Ninghe (宁河县); central Baodi (宝坻区) (also Hangu (汉沽区), Tanggu (塘沽区), Hebei)",
,883,#ddee99,2707,118.2214,39.3309,China,"Hebei, Tianjin","Fengnan (丰南区); Tanghai (唐海县) (also Luannan (滦南县), Tianjin, Fengrun (丰润区))",
,880,#dde992,313,117.2029,39.263,China,Tianjin,most of Beichen (北辰区) (also Xiqing (西青区)),
,1057,#e6eb9b,1387,116.7105,39.2588,China,"Hebei, Tianjin","Yongqing (永清县) (also Longfang, Wuqing (武清区), Ba, Beichen (北辰区))",
,471,#b4f098,1155,121.9226,39.2006,China,Liaoning,Jinzhou (金州区) (also Changhai (长海县)),
,665,#c9ee56,29,117.1991,39.1637,China,天津市,天津市河北区: 新开河街道、建昌道街道、鸿顺里街道、望海楼街道、宁园街道、月牙河街道、铁东路街道; 天津市红桥区: 丁字沽街道、咸阳北路街道、西于庄街道(部分); 天津市河东区: 春华街道、常州道街道(部分),
,763,#d3f47d,338,117.3934,39.1467,China,Tianjin,most of Dongli (东丽区),
,980,#e2eb5d,24,117.1445,39.1216,China,天津市,天津市南开区: 嘉陵道街道、水上公园街道、王顶堤街道、万兴街道、学府街道、长虹街道、广开街道; 天津市红桥区: 邵公庄街道、铃铛阁街道、芥园街道、西沽街道(部分),
,836,#daf431,19,117.1967,39.1013,China,天津市,天津市河西区: 友谊路街道、越秀路街道、尖山街道(部分)、桃园街道、天塔街道(部分)、马场街道; 天津市和平区: 体育馆街道、劝业场街道、南营门街道、小白楼街道、南市街道、新兴街道,
,768,#d4ee4f,28,117.2521,39.0944,China,天津市,天津市河东区: 富民路街道、上杭路街道、中山门街道、二号桥街道(部分)、向阳楼街道、大直沽街道、大王庄街道(部分); 天津市河西区: 陈塘庄街道、东海街道、尖山街道(部分)、柳林街道; 天津市东丽区: 万新街道(部分),
,1058,#e6ed82,339,117.081,39.0557,China,"Tianjin, Hebei",most of Xiqing (西青区) (also Hebei),
,284,#9eee6a,166,121.6753,39.0386,China,辽宁省,大连市甘井子区: 大连湾街道、甘井子街道、中华路街道、泉水街道、兴华街道、椒金山街道、泡崖街道(部分); 大连市金州区: 站前街道、马桥子街道、先进街道、光明街道、中长街道,
,667,#c9f87d,292,117.6468,39.0361,China,Tianjin,northern part of Tanggu (塘沽区) (also Dongli (东丽区)),
,803,#d8ee83,413,117.3549,38.9427,China,天津市,天津市津南区: 八里台镇、小站镇、北闸口镇、葛沽镇、海河教育园区、双桥河镇、双港镇; 天津市西青区: 王稳庄镇; 天津市滨海新区: 中塘镇(部分),
,443,#b1ee6a,86,121.5311,38.9013,China,辽宁省,大连市甘井子区: 凌水街道、红旗街道(部分)、机场街道、辛寨子街道(部分)、周水子街道(部分); 大连市沙河口区: 南沙河口街道、李家街道、黑石礁街道、星海湾街道(部分)、马栏街道、兴工街道、春柳街道; 大连市西岗区: 香炉礁街道,
,222,#93f036,57,121.651,38.8982,China,辽宁省,大连市中山区: 老虎滩街道、海军广场街道、桃源街道、葵英街道、桂林街道、昆明街道、人民路街道; 大连市西岗区: 白云街道、八一路街道、人民广场街道、站北街道(部分)、日新街道; 大连市沙河口区: 白山路街道,
,597,#c1f47d,637,121.3172,38.8964,China,Liaoning,Lushunkou (旅顺口区); central Dalian,
,1020,#e4f89c,1580,117.2944,38.8361,China,"Tianjin, Hebei","central Jinghai (静海县); central Dagang (大港区) (also Tanggu (塘沽区), Hebei)",
,636,#c5fbbc,5408,118.526,37.7946,China,Shandong,"Hekou (河口区); Kenli (垦利县) (also Zhanhua (沾化县), Lijin (利津县))",
,362,#a8f2c4,1040,120.9646,37.6487,China,Shandong,most of Penglai (蓬莱市); northwestern half of Fushan (also Changdao (长岛县)),
,361,#a8f2b9,981,120.5171,37.6067,China,Shandong,"Longkou (龙口市) (also Penglai (蓬莱市), Zhaoyuan (招远市))",
,176,#84f6cc,158,121.3639,37.5102,China,Shandong,most of Yantai; eastern small part of Fushan,
,303,#a0f0dc,687,122.0373,37.3959,China,Shandong,Weihai; northern part of Wendeng (also Yantai (烟台市)),
,548,#bcfbbd,1248,118.7491,37.3229,China,Shandong,most of Dongying (东营区); northern part of Shouguang (寿光市) (also Guangrao (广饶县)),
,567,#beebc9,3352,120.7118,37.299,China,Shandong,"Qixia (栖霞市); Zhaoyuan (招远市) (also Laiyang (莱阳市), Penglai (蓬莱市), Haiyang (海阳市))",
,394,#acebd4,1654,121.4794,37.2908,China,Shandong,Muping (牟平区) (also Fushan),
,380,#aaeee9,1755,122.3485,37.1526,China,Shandong,Rencheng (任城区) (also Wendeng),
,566,#beebbf,2426,119.9164,37.0812,China,Shandong,Laizhou (莱州市); western part of Pingdu (平度市),
,57,#53586e,10,122.1448,37.0416,China,山东省,威海市文登区: 埠口港(部分)、张家产镇(部分),
,518,#b9eedb,2486,121.7034,37.0301,China,Shandong,Weihai (威海市) minus Rencheng (任城区) and Weihai,
,472,#b4f0be,2399,119.319,36.9237,China,Shandong,"most of Changyi (昌邑市); most of Weifang Xiàn (潍坊市) (also Shouguang (寿光市), Qingdao (青岛市))",
,519,#b9eee0,2206,121.001,36.8698,China,Shandong,Haiyang (海阳市); northeastern half of Laiyang (莱阳市),
,497,#b6ebd5,1852,120.5069,36.8229,China,Shandong,Laixi (莱西市); southern part of Laiyang (莱阳市),
,496,#b6ebc8,2071,120.1383,36.6827,China,Shandong,eastern half of Pingdu (平度市); western half of Jimo (即墨市),
,285,#9ef4e1,986,120.6409,36.4703,China,Shandong,most of Jimo (即墨市),
,498,#b6eec1,2367,119.1308,36.4097,China,Shandong,most of Anqiu (安丘市); most of Changle (昌乐县) (also Changyi (昌邑市)),
,499,#b6eecb,1844,119.704,36.3823,China,Shandong,"Gaomi (高密市) (also Jiaoxian, Pingdu (平度市), Changyi (昌邑市))",
,185,#88f0bb,312,120.3174,36.2842,China,Shandong,northwestern part of Laoshan (崂山区),
,379,#aaeec4,862,120.0032,36.2732,China,Shandong,most of Jiaoxian,
,229,#94e5d4,395,120.5447,36.2076,China,Shandong,northern half of Laoshan (崂山区),
,151,#7ce9d1,79,120.4255,36.1243,China,山东省,青岛市崂山区: 中韩街道; 青岛市市北区: 洛阳路街道、水清沟街道、河西街道、兴隆路街道(部分)、洪山坡街道、浮山新区街道、合肥路街道; 青岛市李沧区: 浮山路街道、振华路街道(部分),
,27,#3cf0b5,38,120.3575,36.0795,China,山东省,青岛市市南区: 八大关街道、金门路街道、八大湖街道、香港中路街道、湛山街道、珠海路街道、江苏路街道; 青岛市市北区: 敦化路街道、华阳路街道、大港街道(部分)、兴隆路街道(部分)、登州路街道、四方街道、阜新路街道,
,395,#acedcb,1527,119.4243,36.0273,China,Shandong,most of Zhucheng (诸城市),
,276,#9cf8bb,443,120.1008,35.9981,China,Shandong,northeastern part of Jiaonan (胶南市); Huangdao (黄岛区),
,324,#a2f6d4,1184,119.8121,35.8152,China,Shandong,most of Jiaonan (胶南市),
,437,#b0e4d9,1758,118.9093,35.686,China,Shandong,Juxian (also Wulian (五莲县)),
,560,#bdeede,2512,119.2784,35.5637,China,Shandong,Rizhao (日照市) minus Juxian (also Weifang (潍坊市)),
,196,#8bf2d0,445,119.4918,35.4451,China,山东省,日照市东港区: 日照街道、两城镇、山海天旅游度假区临时工作委员会、河山镇、奎山街道、北京路街道、涛雒镇(部分),
,458,#b3ebdf,1692,118.8337,35.2172,China,"Shandong, Jiangsu","Junan (莒南县) (also Linyi (临邑县), Jiangsu)",
,396,#acede1,1184,119.037,34.8894,China,"Jiangsu, Shandong",Ganyu (赣榆县) (also Shandong),
,216,#91ecee,599,119.1453,34.5664,China,Jiangsu,western half of Lianyungang; eastern small part of Donghai (东海县) (also Guanyun (灌云县)),
,419,#aeeee9,1619,118.7351,34.5447,China,"Jiangsu, Shandong",most of Donghai (东海县) (also Shandong),
,528,#baf2f4,1805,119.3761,34.4488,China,Jiangsu,Guanyun (灌云县); northern half of Lianyungang,
,527,#baeef4,2551,119.808,34.1864,China,Jiangsu,Xiangshui (响水县); central Binhai (滨海县); most of Guannan (灌南县),
,267,#9be9e9,1017,118.7185,34.1502,China,Jiangsu,western half of Shuyang (沭阳县),
,451,#b2e5e5,1238,119.0657,34.1416,China,Jiangsu,eastern half of Shuyang (沭阳县); southwestern half of Guannan (灌南县),
,467,#b4d7ee,1707,119.3159,33.8344,China,Jiangsu,Lianshui (涟水县) (also Huaian),
,492,#b6dada,1334,118.6152,33.8337,China,Jiangsu,most of Siyang (泗阳县); eastern part of Suyu (宿豫区),
,525,#bae9f4,2421,120.206,33.7954,China,Jiangsu,"most of Sheyang (射阳县) (also Binhai (滨海县), Jianhu (建湖县))",
,455,#b3cfe9,1555,119.725,33.7563,China,Jiangsu,Funing (阜宁县); southwestern part of Binhai (滨海县),
,489,#b6ccda,1479,118.9204,33.6204,China,Jiangsu,"Huaiyin (淮阴区) (also Qingjiang, Suqian (宿迁市))",
,204,#8fb0d8,135,119.1249,33.5672,China,江苏省,淮安市清河区: 徐杨乡、广州路街道、钵池乡、东湖街道、水渡口街道、白鹭湖街道、柳树湾街道(部分); 淮安市淮安区: 城东乡、淮城镇、席桥镇(部分); 淮安市清浦区: 清安街道(部分)、清江街道、闸口街道,
,281,#9ec7e7,553,120.1458,33.4013,China,Jiangsu,Yiancheng; northern small part of Yandu (盐都区) (also Sheyang (射阳县)),
,536,#bcc8e0,1495,119.8496,33.3645,China,Jiangsu,most of Jianhu (建湖县); most of Yandu (盐都区),
,98,#6a5c85,1,119.6199,33.3213,China,江苏省,扬州市宝应县: 射阳湖镇(部分),tiny<5px
,550,#bdbdd8,2849,119.2303,33.2856,China,Jiangsu,most of Baoying (宝应县); most of Huaian; eastern half of Hongze (洪泽县) (also Jinhu (金湖县)),
,510,#b8e7f8,3425,120.5421,33.1943,China,Jiangsu,"Dafeng (大丰市) (also Sheyang (射阳县), Dongtai (东台市), Yandu (盐都区))",
,639,#c6b4e7,5,119.3604,32.9642,China,江苏省,扬州市高邮市: 界首镇(部分)、送桥镇(部分),
,515,#b9c3e7,1886,119.9621,32.9532,China,Jiangsu,Xinghua (兴化市),
,757,#d3c0cf,3176,118.6933,32.9337,China,"Jiangsu, Anhui","Xuyi (盱眙县) (also Anhui, Jinhu (金湖县))",
,603,#c2afdc,1926,119.5636,32.852,China,Jiangsu,"most of Gaoyou (高邮市) (also Baoying (宝应县), Jiangdu (江都市))",
,538,#bcddf0,2063,120.5245,32.7395,China,Jiangsu,"most of Dongtai (东台市) (also Nantong (南通市), Taizhou (泰州市))",
,40,#48735f,1,120.0925,32.7152,China,江苏省,泰州市兴化市: 戴南镇(部分),tiny<5px
,926,#e0c2c0,3987,118.122,32.6703,China,"Anhui, Jiangsu","Jiashan; eastern part of Dingyuan (定远县) (also Lai'an (来安县), Chuxian, Bengbu (蚌埠市), Jiangsu)",
,319,#a2c6ed,960,120.3504,32.5228,China,Jiangsu,most of Hai'an (海安县); eastern part of Jiangyan (姜堰市),
,242,#97a6da,605,119.9918,32.5215,China,Jiangsu,central Jiangyan (姜堰市) (also Taizhou (泰州市)),
,1076,#e7b9bf,2009,118.899,32.5068,China,"Jiangsu, Anhui",Luhe (六合区); southern half of Tianchang (天长市),
,600,#c29ec9,1014,119.6441,32.4479,China,Jiangsu,most of Jiangdu (江都市); southeastern part of Hanjiang (邗江区),
,937,#e1a7bb,1165,119.2522,32.4091,China,Jiangsu,Yizheng (仪征市); western half of Hanjiang (邗江区),
,656,#c887a6,139,119.4321,32.3943,China,Jiangsu,most of Yangzhou; southern small part of Hanjiang (邗江区),
,509,#b8dcf8,2205,121.0636,32.3751,China,Jiangsu,"Rudong (如东县) (also Tongzhou (通州市), Rugao (如皋市))",
,1075,#e7b2a3,1152,118.452,32.3224,China,"Anhui, Jiangsu",southern half of Lai'an (来安县); eastern half of Chuxian (also Jiangsu),
,318,#a2b8ed,854,120.5139,32.2872,China,Jiangsu,most of Rugao (如皋市),
,549,#bda9e7,887,120.0867,32.2863,China,Jiangsu,most of Taixing (泰兴市) (also Jiangyan (姜堰市)),
,928,#e0cec0,349,117.9955,32.2721,China,安徽省,滁州市南谯区: 施集镇、章广镇; 滁州市定远县: 界牌集镇,
,759,#d3d7bb,7,118.9082,32.1977,China,江苏省,南京市六合区: 长芦街道(部分),
,936,#e18cad,518,119.7056,32.1925,China,Jiangsu,northeastern part of Dantu (丹徒区); most of Yangzhong (扬中市) (also Zhenjiang),
,901,#df8680,244,118.7195,32.1919,China,江苏省,南京市浦口区: 泰山街道、盘城街道、顶山街道、沿江街道、高新技术开发区、珍珠泉; 南京市六合区: 葛塘街道、大厂街道、化工园区(部分); 南京市栖霞区: 八卦洲街道,
,401,#adbcf9,1055,120.8582,32.1476,China,Jiangsu,northern half of Tongzhou (通州市); southeastern part of Rugao (如皋市) (also Nantong (南通市)),
,989,#e4626b,194,118.9065,32.1288,China,江苏省,南京市栖霞区: 栖霞街道、南京经济技术开发区、仙林街道、燕子矶街道、西岗街道、尧化街道、八卦洲街道(部分); 南京市玄武区: 玄武湖街道、红山街道(部分),
,1035,#e69adf,8,119.8338,32.0902,China,江苏省,镇江市丹阳市: 界牌镇(部分)、新桥镇(部分),
,782,#d73125,29,118.7609,32.084,China,江苏省,南京市鼓楼区: 挹江门街道、华侨路街道、宝塔桥街道、宁海路街道、幕府山街道(部分)、建宁路街道、小市街道; 南京市玄武区: 红山街道(部分)、玄武门街道(部分),
,399,#adaef9,811,120.1812,32.073,China,Jiangsu,most of Jingjiang (靖江市); part of central Taixing (泰兴市),
,1315,#f08f9c,1068,119.2587,32.0673,China,Jiangsu,"most of Jurong (句容市); part of central Dantu (丹徒区) (also Nanjing (南京市), Zhenjiang)",
,896,#df5248,52,118.8306,32.0454,China,江苏省,南京市玄武区: 孝陵卫街道、梅园新村街道、锁金村街道、玄武门街道、红山街道(部分); 南京市秦淮区: 光华路街道、月牙湖街道、瑞金路街道、大光路街道、五老村街道,
,163,#81a5f4,118,120.8736,32.0159,China,Jiangsu,central Nantong (南通市) (also Tongzhou (通州市)),
,991,#e46b62,97,118.7389,31.9926,China,江苏省,南京市建邺区: 双闸街道、建邺区新城科技园、兴隆街道、江心洲街道(部分)、莫愁湖街道、中新南京生态科技岛、建邺区河西中央商务区; 南京市雨花台区: 铁心桥街道、雨花街道、赛虹桥街道、中国南京软件谷、西善桥街道(部分); 南京市秦淮区: 红花街道、中华门街道、双塘街道、夫子庙街道、朝天宫街道; 南京市鼓楼区: 江东街道(部分),
,1034,#e69acd,840,119.5829,31.9833,China,Jiangsu,most of Danyang (丹阳市) (also Dantu (丹徒区)),
,288,#9fc0f8,866,121.2899,31.9746,China,Jiangsu,Haimen (海门市) (also Tongzhou (通州市)),
